"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"303";37,7926712036133;-122,403297424316;2008-06-02 12:32:49;7;377
"307";37,7906684875488;-122,405632019043;2008-06-02 12:32:50;35;494
"306";37,7933616638184;-122,401321411133;2008-06-02 12:32:50;10;457
"305";37,7895011901855;-122,403709411621;2008-06-02 12:32:50;11;318
"309";37,7905082702637;-122,400123596191;2008-06-02 12:32:51;3;378
"317";37,7925910949707;-122,404296875;2008-06-02 12:32:54;17;537
"322";37,7952117919922;-122,403251647949;2008-06-02 12:32:56;16;73
"324";37,793041229248;-122,402046203613;2008-06-02 12:32:58;17;44
"326";37,7921104431152;-122,401649475098;2008-06-02 12:32:58;16;301
"333";37,7907104492188;-122,404418945313;2008-06-02 12:33:01;7;494
"335";37,7932891845703;-122,39998626709;2008-06-02 12:33:02;15;167
"338";37,7898292541504;-122,403816223145;2008-06-02 12:33:03;12;431
"341";37,7949485778809;-122,403099060059;2008-06-02 12:33:05;8;496
"342";37,7894706726074;-122,397186279297;2008-06-02 12:33:06;4;74
"346";37,7941703796387;-122,397117614746;2008-06-02 12:33:07;0;517
"344";37,7955284118652;-122,400360107422;2008-06-02 12:33:07;9;418
"347";37,78955078125;-122,397270202637;2008-06-02 12:33:08;0;111
"350";37,7923393249512;-122,401138305664;2008-06-02 12:33:09;0;301
"352";37,7914810180664;-122,400588989258;2008-06-02 12:33:10;0;461
"359";37,7914695739746;-122,400581359863;2008-06-02 12:33:17;3;461
"363";37,7937889099121;-122,396873474121;2008-06-02 12:33:22;4;60
"368";37,7915802001953;-122,405647277832;2008-06-02 12:33:24;12;396
"373";37,7921295166016;-122,399528503418;2008-06-02 12:33:27;16;197
"378";37,7921714782715;-122,40348815918;2008-06-02 12:33:30;0;164
"381";37,7921714782715;-122,396476745605;2008-06-02 12:33:32;9;321
"386";37,7907485961914;-122,402976989746;2008-06-02 12:33:36;18;290
"387";37,7927284240723;-122,39640045166;2008-06-02 12:33:36;4;291
"392";37,7894706726074;-122,4052734375;2008-06-02 12:33:38;11;512
"395";37,7890281677246;-122,40234375;2008-06-02 12:33:40;17;366
"397";37,7906684875488;-122,399688720703;2008-06-02 12:33:41;12;378
"396";37,7932014465332;-122,402282714844;2008-06-02 12:33:41;18;377
"400";37,7899589538574;-122,400581359863;2008-06-02 12:33:42;7;264
"401";37,7898788452148;-122,403839111328;2008-06-02 12:33:42;19;325
"405";37,791561126709;-122,405807495117;2008-06-02 12:33:45;39;337
"407";37,7942199707031;-122,39720916748;2008-06-02 12:33:45;3;384
"406";37,7908782958984;-122,403396606445;2008-06-02 12:33:45;10;356
"410";37,789680480957;-122,405281066895;2008-06-02 12:33:46;29;448
"411";37,7923393249512;-122,401153564453;2008-06-02 12:33:47;22;301
"413";37,7910194396973;-122,402908325195;2008-06-02 12:33:48;12;318
"414";37,790771484375;-122,403457641602;2008-06-02 12:33:49;3;122
"418";37,7938690185547;-122,399490356445;2008-06-02 12:33:51;12;457
"421";37,7907600402832;-122,403198242188;2008-06-02 12:33:52;45;494
"424";37,7926788330078;-122,401107788086;2008-06-02 12:33:53;3;301
"423";37,7956199645996;-122,40357208252;2008-06-02 12:33:53;12;256
"426";37,7928085327148;-122,402778625488;2008-06-02 12:33:54;26;73
"430";37,7902488708496;-122,405517578125;2008-06-02 12:33:56;7;145
"431";37,7921295166016;-122,398330688477;2008-06-02 12:33:56;8;179
"433";37,7928009033203;-122,405387878418;2008-06-02 12:33:58;29;44
"437";37,7942008972168;-122,397109985352;2008-06-02 12:33:59;3;517
"441";37,7899513244629;-122,402420043945;2008-06-02 12:34:01;7;494
"452";37,7936706542969;-122,39688873291;2008-06-02 12:34:07;3;167
"456";37,7904510498047;-122,399482727051;2008-06-02 12:34:08;15;156
"457";37,7941017150879;-122,400268554688;2008-06-02 12:34:08;21;418
"458";37,7896194458008;-122,39720916748;2008-06-02 12:34:10;2;111
"460";37,7941703796387;-122,398086547852;2008-06-02 12:34:10;1;369
"462";37,7901306152344;-122,396743774414;2008-06-02 12:34:11;18;74
"464";37,7897300720215;-122,398048400879;2008-06-02 12:34:12;18;147
"467";37,7912712097168;-122,400100708008;2008-06-02 12:34:14;5;461
"469";37,794189453125;-122,398078918457;2008-06-02 12:34:16;10;369
"470";37,7948608398438;-122,401161193848;2008-06-02 12:34:17;0;496
"472";37,7909812927246;-122,396438598633;2008-06-02 12:34:18;15;527
"475";37,7921104431152;-122,404418945313;2008-06-02 12:34:20;8;431
"478";37,7938613891602;-122,397750854492;2008-06-02 12:34:22;2;60
"479";37,7922096252441;-122,403541564941;2008-06-02 12:34:22;6;164
"484";37,7923393249512;-122,406318664551;2008-06-02 12:34:26;16;193
"486";37,7891082763672;-122,402709960938;2008-06-02 12:34:27;1;206
"489";37,7905693054199;-122,401947021484;2008-06-02 12:34:28;9;197
"491";37,7942085266113;-122,39771270752;2008-06-02 12:34:28;4;384
"493";37,7891082763672;-122,402702331543;2008-06-02 12:34:29;1;206
"503";37,7934608459473;-122,403732299805;2008-06-02 12:34:36;12;290
"506";37,7937393188477;-122,396629333496;2008-06-02 12:34:37;5;321
"511";37,7927398681641;-122,404411315918;2008-06-02 12:34:40;10;325
"519";37,7915916442871;-122,397552490234;2008-06-02 12:34:42;12;378
"518";37,7932395935059;-122,398681640625;2008-06-02 12:34:42;11;377
"522";37,7915687561035;-122,397521972656;2008-06-02 12:34:43;3;378
"521";37,7921714782715;-122,401351928711;2008-06-02 12:34:43;1;318
"529";37,7889404296875;-122,403701782227;2008-06-02 12:34:48;2;132
"528";37,793270111084;-122,396537780762;2008-06-02 12:34:48;13;42
"531";37,7931518554688;-122,400863647461;2008-06-02 12:34:49;4;301
"534";37,7890510559082;-122,403091430664;2008-06-02 12:34:50;19;73
"535";37,7937316894531;-122,397216796875;2008-06-02 12:34:51;0;457
"541";37,7891387939453;-122,401641845703;2008-06-02 12:34:53;41;494
"543";37,7922286987305;-122,399887084961;2008-06-02 12:34:54;13;179
"546";37,790828704834;-122,40274810791;2008-06-02 12:34:55;11;122
"549";37,790901184082;-122,401069641113;2008-06-02 12:34:55;19;356
"550";37,790641784668;-122,404113769531;2008-06-02 12:34:56;13;145
"555";37,7896194458008;-122,397300720215;2008-06-02 12:34:59;3;156
"556";37,7937698364258;-122,402656555176;2008-06-02 12:34:59;10;256
"560";37,794319152832;-122,397743225098;2008-06-02 12:35:00;12;517
"559";37,7947616577148;-122,400299072266;2008-06-02 12:35:00;2;433
"563";37,7937316894531;-122,397216796875;2008-06-02 12:35:02;5;457
"565";37,7932815551758;-122,396492004395;2008-06-02 12:35:04;21;167
"568";37,7948303222656;-122,401092529297;2008-06-02 12:35:05;3;496
"570";37,7907981872559;-122,403251647949;2008-06-02 12:35:06;14;226
"575";37,7930488586426;-122,404678344727;2008-06-02 12:35:07;12;431
"576";37,7899284362793;-122,396987915039;2008-06-02 12:35:08;0;111
"582";37,7908401489258;-122,400077819824;2008-06-02 12:35:09;12;418
"584";37,7921600341797;-122,401443481445;2008-06-02 12:35:10;5;318
"585";37,7939682006836;-122,399803161621;2008-06-02 12:35:10;19;369
"583";37,7888717651367;-122,403541564941;2008-06-02 12:35:10;3;132
"586";37,7888717651367;-122,403526306152;2008-06-02 12:35:11;6;132
"588";37,7921485900879;-122,401412963867;2008-06-02 12:35:12;5;318
"590";37,7928695678711;-122,403160095215;2008-06-02 12:35:12;2;501
"589";37,7902908325195;-122,401741027832;2008-06-02 12:35:12;27;356
"593";37,7936782836914;-122,404670715332;2008-06-02 12:35:16;9;325
"594";37,7916107177734;-122,402641296387;2008-06-02 12:35:17;15;164
"597";37,7904586791992;-122,400657653809;2008-06-02 12:35:19;14;461
"602";37,7950401306152;-122,400299072266;2008-06-02 12:35:22;0;302
"605";37,7933387756348;-122,397750854492;2008-06-02 12:35:23;13;527
"604";37,7938804626465;-122,397239685059;2008-06-02 12:35:23;0;60
"607";37,7927894592285;-122,39623260498;2008-06-02 12:35:24;10;147
"609";37,7901306152344;-122,396408081055;2008-06-02 12:35:25;14;268
"612";37,790699005127;-122,400787353516;2008-06-02 12:35:26;8;461
"611";37,793098449707;-122,403396606445;2008-06-02 12:35:26;12;193
"617";37,7904281616211;-122,403739929199;2008-06-02 12:35:28;20;197
"619";37,7944488525391;-122,396873474121;2008-06-02 12:35:28;0;384
"624";37,7929992675781;-122,403228759766;2008-06-02 12:35:31;12;501
"626";37,7939682006836;-122,397613525391;2008-06-02 12:35:33;14;321
"628";37,7891616821289;-122,402313232422;2008-06-02 12:35:34;14;206
"630";37,795051574707;-122,40486907959;2008-06-02 12:35:36;1;290
"631";37,7925109863281;-122,399276733398;2008-06-02 12:35:36;25;291
"638";37,7922210693359;-122,398170471191;2008-06-02 12:35:39;19;42
"643";37,7936706542969;-122,396537780762;2008-06-02 12:35:43;5;377
"641";37,7933883666992;-122,401382446289;2008-06-02 12:35:43;17;179
"650";37,7892990112305;-122,397499084473;2008-06-02 12:35:46;0;156
"652";37,7947387695313;-122,39672088623;2008-06-02 12:35:46;8;386
"655";37,7920799255371;-122,397041320801;2008-06-02 12:35:52;17;378
"661";37,7941017150879;-122,396476745605;2008-06-02 12:35:53;2;457
"662";37,7927207946777;-122,39771270752;2008-06-02 12:35:53;8;517
"657";37,7918014526367;-122,401092529297;2008-06-02 12:35:53;6;122
"665";37,7950096130371;-122,400299072266;2008-06-02 12:35:55;5;302
"668";37,7926902770996;-122,404403686523;2008-06-02 12:35:57;11;145
"669";37,7928085327148;-122,403907775879;2008-06-02 12:35:57;14;242
"676";37,7907218933105;-122,396659851074;2008-06-02 12:35:59;8;430
"678";37,7908706665039;-122,404159545898;2008-06-02 12:36:00;15;126
"683";37,7897491455078;-122,403800964355;2008-06-02 12:36:03;16;364
"686";37,7945594787598;-122,403648376465;2008-06-02 12:36:04;0;431
"687";37,7922782897949;-122,40113067627;2008-06-02 12:36:05;4;301
"689";37,7892990112305;-122,397499084473;2008-06-02 12:36:06;74;156
"690";37,7919387817383;-122,400863647461;2008-06-02 12:36:06;6;226
"693";37,7946281433105;-122,399871826172;2008-06-02 12:36:07;21;433
"696";37,7896499633789;-122,397338867188;2008-06-02 12:36:08;9;156
"698";37,7920188903809;-122,402191162109;2008-06-02 12:36:08;7;256
"701";37,7953109741211;-122,40145111084;2008-06-02 12:36:09;2;496
"706";37,7922210693359;-122,402526855469;2008-06-02 12:36:12;14;318
"705";37,7931594848633;-122,401611328125;2008-06-02 12:36:12;16;193
"708";37,7940788269043;-122,396537780762;2008-06-02 12:36:14;0;147
"709";37,7948684692383;-122,398612976074;2008-06-02 12:36:14;25;527
"713";37,7948799133301;-122,398529052734;2008-06-02 12:36:15;4;527
"716";37,7945785522461;-122,403648376465;2008-06-02 12:36:17;10;431
"715";37,7895889282227;-122,401031494141;2008-06-02 12:36:17;13;164
"714";37,7925682067871;-122,404891967773;2008-06-02 12:36:17;0;138
"720";37,7925682067871;-122,404899597168;2008-06-02 12:36:21;6;138
"721";37,7939910888672;-122,397186279297;2008-06-02 12:36:24;1;60
"722";37,7931709289551;-122,404220581055;2008-06-02 12:36:24;10;369
"723";37,7899208068848;-122,397010803223;2008-06-02 12:36:25;0;111
"724";37,7892990112305;-122,40242767334;2008-06-02 12:36:25;40;418
"734";37,7897186279297;-122,397232055664;2008-06-02 12:36:30;11;38
"739";37,7941589355469;-122,399978637695;2008-06-02 12:36:31;2;362
"740";37,7933311462402;-122,400886535645;2008-06-02 12:36:31;6;501
"745";37,7902488708496;-122,402442932129;2008-06-02 12:36:32;35;461
"744";37,792350769043;-122,404518127441;2008-06-02 12:36:32;13;339
"743";37,7925300598145;-122,399490356445;2008-06-02 12:36:32;26;321
"748";37,7933311462402;-122,400810241699;2008-06-02 12:36:35;7;501
"751";37,7921409606934;-122,404052734375;2008-06-02 12:36:36;28;291
"749";37,7924995422363;-122,401107788086;2008-06-02 12:36:36;0;122
"754";37,7905502319336;-122,401138305664;2008-06-02 12:36:39;26;42
"756";37,7950897216797;-122,402816772461;2008-06-02 12:36:42;5;325
"759";37,7951011657715;-122,402809143066;2008-06-02 12:36:43;6;325
"761";37,7897605895996;-122,397262573242;2008-06-02 12:36:45;14;378
"764";37,7934989929199;-122,396110534668;2008-06-02 12:36:46;5;386
"765";37,7925796508789;-122,399238586426;2008-06-02 12:36:48;27;517
"766";37,7921905517578;-122,397476196289;2008-06-02 12:36:49;10;264
"771";37,7940711975098;-122,396537780762;2008-06-02 12:36:52;7;147
"773";37,7909393310547;-122,405662536621;2008-06-02 12:36:53;10;82
"774";37,7924385070801;-122,400512695313;2008-06-02 12:36:53;1;301
"775";37,7939987182617;-122,396949768066;2008-06-02 12:36:53;1;457
"778";37,7940483093262;-122,396583557129;2008-06-02 12:36:54;5;147
"779";37,7913398742676;-122,402763366699;2008-06-02 12:36:54;20;256
"785";37,7931098937988;-122,401252746582;2008-06-02 12:36:56;12;242
"789";37,7943687438965;-122,404838562012;2008-06-02 12:36:58;14;145
"795";37,7931785583496;-122,404556274414;2008-06-02 12:37:00;17;126
"794";37,7924995422363;-122,401107788086;2008-06-02 12:37:00;6;122
"798";37,7922096252441;-122,40389251709;2008-06-02 12:37:03;12;364
"800";37,7917404174805;-122,40128326416;2008-06-02 12:37:04;17;433
"802";37,7928886413574;-122,401039123535;2008-06-02 12:37:07;13;226
"805";37,7898597717285;-122,397003173828;2008-06-02 12:37:08;2;111
"809";37,7942886352539;-122,404762268066;2008-06-02 12:37:11;20;369
"812";37,7934913635254;-122,398513793945;2008-06-02 12:37:12;1;193
"813";37,7925109863281;-122,404991149902;2008-06-02 12:37:13;11;355
"817";37,7900810241699;-122,403450012207;2008-06-02 12:37:14;20;318
"818";37,7919502258301;-122,397918701172;2008-06-02 12:37:14;13;430
"819";37,7944412231445;-122,397796630859;2008-06-02 12:37:15;19;527
"824";37,7945289611816;-122,400093078613;2008-06-02 12:37:20;10;252
"827";37,7893218994141;-122,397789001465;2008-06-02 12:37:21;12;451
"830";37,7938995361328;-122,397369384766;2008-06-02 12:37:24;0;60
"832";37,7899398803711;-122,401863098145;2008-06-02 12:37:24;7;256
"839";37,7929306030273;-122,40357208252;2008-06-02 12:37:28;14;138
"843";37,7934799194336;-122,398422241211;2008-06-02 12:37:29;16;193
"841";37,7913398742676;-122,397071838379;2008-06-02 12:37:29;23;38
"847";37,7935104370117;-122,398323059082;2008-06-02 12:37:31;12;193
"850";37,793830871582;-122,399887084961;2008-06-02 12:37:32;6;362
"852";37,7945899963379;-122,39656829834;2008-06-02 12:37:32;0;384
"848";37,7922897338867;-122,401962280273;2008-06-02 12:37:32;9;339
"853";37,7935485839844;-122,398262023926;2008-06-02 12:37:33;3;193
"854";37,7937202453613;-122,400749206543;2008-06-02 12:37:33;17;302
"865";37,7925415039063;-122,399719238281;2008-06-02 12:37:37;7;501
"872";37,79296875;-122,400466918945;2008-06-02 12:37:43;6;122
"877";37,7909088134766;-122,39672088623;2008-06-02 12:37:46;9;381
"880";37,7943801879883;-122,405281066895;2008-06-02 12:37:48;13;340
"882";37,7916107177734;-122,40453338623;2008-06-02 12:37:50;53;517
"884";37,7897415161133;-122,397262573242;2008-06-02 12:37:52;1;111
"887";37,7939605712891;-122,397277832031;2008-06-02 12:37:53;0;457
"889";37,7940406799316;-122,397560119629;2008-06-02 12:37:54;16;147
"890";37,7948684692383;-122,400527954102;2008-06-02 12:37:54;7;242
"905";37,7924385070801;-122,400909423828;2008-06-02 12:38:02;0;301
"909";37,7940711975098;-122,404541015625;2008-06-02 12:38:04;17;364
"910";37,7928886413574;-122,403091430664;2008-06-02 12:38:05;21;355
"911";37,7933006286621;-122,396583557129;2008-06-02 12:38:05;10;430
"912";37,7902908325195;-122,404182434082;2008-06-02 12:38:05;14;433
"914";37,7948112487793;-122,401611328125;2008-06-02 12:38:06;23;226
"918";37,795108795166;-122,400428771973;2008-06-02 12:38:07;11;496
"932";37,793041229248;-122,401092529297;2008-06-02 12:38:15;8;527
"931";37,7935218811035;-122,398719787598;2008-06-02 12:38:15;17;252
"936";37,7911109924316;-122,403137207031;2008-06-02 12:38:19;19;138
"942";37,790168762207;-122,39990234375;2008-06-02 12:38:22;8;451
"943";37,7912902832031;-122,402801513672;2008-06-02 12:38:23;27;431
"947";37,7938995361328;-122,397438049316;2008-06-02 12:38:25;1;60
"954";37,7939682006836;-122,400032043457;2008-06-02 12:38:29;17;38
"960";37,793270111084;-122,40096282959;2008-06-02 12:38:31;9;362
"963";37,7955093383789;-122,401542663574;2008-06-02 12:38:33;6;177
"966";37,7937316894531;-122,401786804199;2008-06-02 12:38:33;22;339
"964";37,7930908203125;-122,398063659668;2008-06-02 12:38:33;20;193
"970";37,7917785644531;-122,400543212891;2008-06-02 12:38:34;13;501
"968";37,7924003601074;-122,403747558594;2008-06-02 12:38:34;32;302
"973";37,7938995361328;-122,401336669922;2008-06-02 12:38:36;14;22
"983";37,7945594787598;-122,396476745605;2008-06-02 12:38:42;2;384
"987";37,7945518493652;-122,396492004395;2008-06-02 12:38:44;17;384
"993";37,7931289672852;-122,403228759766;2008-06-02 12:38:47;24;340
"994";37,7898597717285;-122,397468566895;2008-06-02 12:38:48;3;111
"999";37,7924385070801;-122,400756835938;2008-06-02 12:38:51;4;301
"1000";37,7946281433105;-122,40022277832;2008-06-02 12:38:51;12;325
"1004";37,7954292297363;-122,399383544922;2008-06-02 12:38:53;0;242
"1006";37,7939910888672;-122,397346496582;2008-06-02 12:38:54;0;457
"1012";37,7954216003418;-122,399383544922;2008-06-02 12:39:00;14;242
"1015";37,7944717407227;-122,397621154785;2008-06-02 12:39:00;21;430
"1017";37,7888298034668;-122,403778076172;2008-06-02 12:39:02;13;365
"1018";37,790470123291;-122,405899047852;2008-06-02 12:39:02;0;409
"1028";37,7935905456543;-122,399391174316;2008-06-02 12:39:06;18;496
"1029";37,7942085266113;-122,400131225586;2008-06-02 12:39:07;4;167
"1030";37,7934608459473;-122,399040222168;2008-06-02 12:39:07;6;355
"1033";37,7926712036133;-122,401062011719;2008-06-02 12:39:08;29;147
"1035";37,7946014404297;-122,400253295898;2008-06-02 12:39:08;26;321
"1038";37,794921875;-122,401588439941;2008-06-02 12:39:10;7;177
"1044";37,7931785583496;-122,402351379395;2008-06-02 12:39:14;12;38
"1046";37,7929496765137;-122,402732849121;2008-06-02 12:39:15;7;527
"1049";37,7923698425293;-122,401809692383;2008-06-02 12:39:17;23;252
"1052";37,793270111084;-122,40251159668;2008-06-02 12:39:19;10;38
"1055";37,7906494140625;-122,406021118164;2008-06-02 12:39:19;9;372
"1057";37,790470123291;-122,405899047852;2008-06-02 12:39:20;14;409
"1067";37,7941017150879;-122,39729309082;2008-06-02 12:39:26;3;60
"1079";37,7909889221191;-122,401008605957;2008-06-02 12:39:33;11;193
"1085";37,7933883666992;-122,402870178223;2008-06-02 12:39:34;29;362
"1088";37,7900009155273;-122,40397644043;2008-06-02 12:39:35;17;297
"1094";37,7916603088379;-122,400527954102;2008-06-02 12:39:39;14;22
"1097";37,7900695800781;-122,40225982666;2008-06-02 12:39:40;6;501
"1098";37,7930793762207;-122,396377563477;2008-06-02 12:39:42;10;381
"1099";37,7913093566895;-122,404197692871;2008-06-02 12:39:45;12;200
"1102";37,7917213439941;-122,401206970215;2008-06-02 12:39:46;28;451
"1103";37,7944488525391;-122,403930664063;2008-06-02 12:39:47;10;147
"1106";37,7929306030273;-122,399940490723;2008-06-02 12:39:48;7;325
"1108";37,791618347168;-122,401550292969;2008-06-02 12:39:50;1;451
"1109";37,7924385070801;-122,399971008301;2008-06-02 12:39:51;5;301
"1110";37,7893218994141;-122,402061462402;2008-06-02 12:39:52;9;340
"1111";37,7892608642578;-122,397216796875;2008-06-02 12:39:53;9;111
"1115";37,7890510559082;-122,402397155762;2008-06-02 12:39:54;0;376
"1118";37,7890510559082;-122,402397155762;2008-06-02 12:39:55;16;376
"1120";37,7945213317871;-122,404502868652;2008-06-02 12:39:57;19;422
"1122";37,7939186096191;-122,397392272949;2008-06-02 12:39:58;0;457
"1121";37,7948608398438;-122,396759033203;2008-06-02 12:39:58;9;242
"1123";37,7914085388184;-122,398986816406;2008-06-02 12:39:59;11;321
"1124";37,7932205200195;-122,40128326416;2008-06-02 12:39:59;16;430
"1129";37,7907409667969;-122,404006958008;2008-06-02 12:40:00;9;365
"1132";37,794620513916;-122,400482177734;2008-06-02 12:40:01;3;177
"1136";37,795051574707;-122,396728515625;2008-06-02 12:40:03;5;375
"1137";37,7894096374512;-122,403953552246;2008-06-02 12:40:04;11;232
"1142";37,793628692627;-122,399932861328;2008-06-02 12:40:07;13;167
"1146";37,7888298034668;-122,403953552246;2008-06-02 12:40:07;5;450
"1150";37,7926216125488;-122,405952453613;2008-06-02 12:40:09;25;362
"1151";37,7923393249512;-122,406311035156;2008-06-02 12:40:10;10;428
